Gene_symbol,CRO-AP2,DB,GRANTA-519,JM1,JSC-1,KARPAS-1106P,KARPAS-422,NU-DUL-1,OCI-LY7,RC-K8,SCC-3,SLVL,SU-DHL-4,SU-DHL-8,TK,TUR,WSU-DLCL2
Null,Sensitive,Resistive,Resistive,Sensitive,Resistive,Sensitive,Resistive,Sensitive,Sensitive,Resistive,Sensitive,Sensitive,Sensitive,Resistive,Resistive,Resistive,Sensitive
IFITM1,316.39,28.07,272.9,10.98,5.39,207.19,2736.12,0.35,57.09,372.79,1095.3,358.0,0.36,88.98,8.1,0.1,1.32
IFITM2,0.59,12.86,107.97,18.66,0.07,23.49,115.98,6.77,14.64,0.79,617.31,1.24,132.98,28.38,2.62,261.41,6.75
IFITM3,0.3,1.03,2.72,1.22,0.03,5.22,11.94,2.55,2.08,0.66,143.9,0.56,1.61,3.69,0.19,0.45,1.94
IFITM4P,0.13,0.15,2.69,0.42,0.9,0.5,0.2,1.71,0.58,0.0,10.25,2.55,0.0,0.0,2.92,5.78,1.19
IFITM5,0.0,0.08,0.37,2.17,0.0,0.04,0.24,5.48,0.0,0.03,0.07,0.06,0.0,0.07,0.0,0.0,0.0
IFITM8P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.09,0.0,0.0,0.0,0.0,0.0
IFITM9P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0
IFITM10,0.33,0.84,0.37,0.11,0.1,0.07,0.36,0.07,0.83,0.2,2.68,0.53,0.16,0.2,0.22,5.26,0.66
IFNA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNA2,0.03,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0
IFNA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNA5,0.03,0.0,0.0,0.0,0.0,0.04,0.0,0.07,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
IFNA6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNA7,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNA8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0
IFNA10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNA11P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNA12P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNA13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0
IFNA14,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNA16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0
IFNA17,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNA20P,0.0,0.11,0.0,0.42,0.0,0.0,1.0,1.22,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.0
IFNA21,0.0,0.0,0.0,0.0,0.0,0.04,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNA22P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNAR1,70.72,49.48,46.83,59.13,77.05,40.43,35.67,103.83,71.22,26.19,23.28,51.48,23.21,37.72,68.2,37.65,28.97
IFNAR2,101.91,34.84,51.38,58.22,76.21,85.33,33.27,66.62,91.52,30.32,20.9,99.74,30.49,32.62,41.36,84.02,30.09
IFNB1,0.03,0.0,0.88,0.0,0.03,0.21,5.59,0.14,0.26,2.22,0.03,0.68,0.0,0.07,0.07,0.03,0.26
IFNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
IFNG,14.17,0.53,0.07,0.0,11.88,0.54,0.0,0.0,0.03,0.03,0.23,0.0,0.13,0.0,0.0,0.0,0.0
IFNG-AS1,4.1,13.31,5.64,0.0,0.37,29.6,0.04,0.0,12.5,4.6,0.03,0.03,27.8,0.0,0.19,0.0,8.86
IFNGR1,21.04,24.27,121.27,35.87,32.69,17.37,97.81,29.44,49.35,24.86,836.24,94.37,27.08,59.76,21.63,83.6,28.18
IFNGR2,40.27,156.74,125.75,76.12,62.66,62.45,65.62,89.08,101.2,76.84,26.86,130.98,62.79,94.59,108.81,62.17,37.53
IFNK,0.0,0.0,0.0,0.04,0.03,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
IFNL1,0.23,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.03,0.0,0.0,0.0,0.0,0.0
IFNL2,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.03,0.0,0.09,0.0,0.0,0.0,0.0,0.0
IFNL3,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.33,0.0,0.09,0.0,0.0,0.0,0.0,0.0
IFNL3P1,0.0,2.78,0.0,0.0,0.03,0.57,0.36,0.0,0.7,2.75,0.13,0.31,2.33,0.0,0.0,0.07,2.53
IFNL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.03,0.0,0.0,0.0
IFNL4P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNLR1,6.08,37.96,24.14,48.38,0.33,28.38,128.72,122.25,37.21,25.23,0.5,15.31,56.13,36.11,11.66,0.35,36.15
IFNNP1,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNW1,0.03,0.0,0.0,0.04,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0
IFNWP2,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNWP4,0.07,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNWP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNWP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.1,0.0,0.0,0.0
IFNWP15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNWP18,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNWP19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFRD1,20.38,23.54,23.19,29.68,27.23,17.59,12.3,24.21,27.2,59.19,23.75,21.08,12.3,53.38,13.76,30.34,26.34
IFRD2,62.73,57.32,32.27,52.1,77.41,32.57,84.43,100.66,31.97,43.5,51.15,33.41,38.13,56.94,52.79,61.96,22.78
IFT20,19.75,21.19,30.27,25.04,16.66,21.23,36.98,14.2,19.4,21.92,10.25,15.56,11.21,17.7,33.26,24.31,20.08
IFT22,6.44,23.62,11.97,8.09,5.59,8.65,16.85,10.01,8.47,10.76,7.7,7.55,12.85,30.3,10.61,4.12,10.57
IFT27,12.95,9.05,10.78,7.79,14.79,11.9,11.46,8.61,14.03,2.18,9.58,5.09,8.62,8.03,12.64,17.25,13.66
IFT43,6.94,4.07,3.26,2.47,8.26,6.18,18.41,5.82,3.29,5.59,11.96,6.24,3.61,6.08,6.86,2.7,4.38
IFT46,9.02,28.26,12.51,13.91,8.2,7.69,9.43,4.01,12.47,6.49,15.71,11.4,13.31,15.59,16.46,10.91,18.27
IFT52,37.99,66.94,14.69,61.68,14.29,42.65,45.29,35.51,44.85,38.96,22.98,17.64,25.25,103.63,102.93,75.98,57.51
IFT57,13.28,48.08,23.26,90.63,9.47,39.64,66.46,36.87,42.61,85.41,26.46,51.17,27.08,149.28,96.33,28.33,29.3
IFT74,14.93,15.06,8.26,6.0,19.44,18.52,34.75,6.24,3.45,2.55,25.89,9.81,0.39,14.85,14.1,18.15,5.99
IFT74-AS1,0.0,0.3,0.0,0.0,0.23,0.46,1.08,1.12,0.0,0.0,0.23,0.0,0.0,0.27,0.94,0.1,0.26
IFT80,7.07,24.23,9.11,13.83,5.02,12.4,21.73,15.63,15.92,8.18,6.83,7.36,11.9,18.27,24.86,4.5,11.42
IFT81,6.01,20.35,6.84,6.0,9.74,9.69,12.5,5.2,7.32,1.66,10.95,4.84,3.38,12.09,19.2,9.97,10.07
IFT88,2.05,6.12,2.31,6.46,4.82,5.76,8.79,4.36,4.67,3.61,6.3,2.24,2.79,8.83,12.67,3.53,7.18
IFT122,14.93,8.48,10.92,7.79,8.03,6.76,8.83,10.95,15.25,5.63,9.61,5.99,5.21,14.85,12.41,20.09,5.86
IFT140,2.61,6.54,5.24,6.69,2.84,3.36,11.74,9.0,7.54,2.88,12.29,4.72,3.87,10.18,17.55,10.63,6.68
IFT172,6.54,14.76,12.62,24.36,0.7,8.44,17.37,0.14,5.69,5.46,9.11,3.6,5.05,0.0,12.52,0.03,7.64
IGBP1,152.68,130.23,160.81,173.93,103.51,330.09,116.42,83.5,126.14,172.97,158.81,71.95,227.15,135.91,137.53,187.19,235.88
IGBP1-AS1,0.43,3.39,2.96,3.88,0.67,1.04,1.76,1.19,0.45,0.5,0.8,0.5,1.28,0.67,0.37,0.55,0.0
IGBP1-AS2,0.43,0.0,0.37,0.34,0.5,0.97,0.16,1.26,0.35,0.5,0.64,0.34,0.1,0.2,0.45,0.59,0.43
IGBP1P1,0.17,1.37,0.1,0.08,0.1,0.0,0.68,0.07,0.06,0.03,0.0,0.0,0.0,0.3,0.0,0.0,0.0
IGBP1P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGBP1P4,0.03,0.0,0.1,0.04,0.03,0.18,0.0,0.0,0.03,0.13,0.03,0.0,0.0,0.0,0.07,0.0,0.07
IGBP1P5,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
IGDCC3,0.03,0.04,0.03,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0.03,0.0,0.07,0.03,0.0,0.03,0.0
IGDCC4,0.07,0.15,1.05,0.08,0.57,0.11,0.04,0.03,0.0,0.07,1.21,0.09,0.1,0.07,0.0,0.21,0.07
IGF1,14.96,0.0,0.24,0.0,0.3,0.79,0.0,0.0,0.06,0.07,0.07,13.94,0.0,0.0,0.07,0.03,0.0
IGF1R,26.89,0.08,1.8,15.81,47.34,1.75,0.72,0.07,8.02,0.43,42.94,5.22,1.18,5.0,39.56,41.32,1.81
IGF2,0.03,0.11,0.44,0.04,0.03,0.29,0.32,0.21,0.0,9.1,0.03,0.22,0.07,0.03,0.0,0.0,0.0
IGF2-AS,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGF2BP1,0.03,27.88,0.07,129.17,0.07,0.11,0.04,0.07,16.88,0.07,60.96,0.03,0.03,0.03,71.02,0.03,45.13
IGF2BP2,0.03,0.23,0.24,0.23,49.31,0.07,0.12,3.7,0.1,0.03,59.89,0.12,0.1,0.24,0.11,32.35,0.2
IGF2BP2-AS1,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
IGF2BP3,38.78,57.93,14.35,14.02,36.8,30.21,46.05,41.99,37.69,27.68,12.16,34.47,43.84,41.52,103.53,34.36,44.38
IGF2R,27.71,11.18,70.19,31.24,20.24,48.55,15.78,81.82,14.9,53.76,36.58,82.97,5.34,72.32,19.99,64.52,12.61
IGFALS,0.56,0.65,0.07,0.46,0.13,0.21,1.32,0.49,0.32,0.2,0.27,0.22,0.52,0.54,0.11,0.38,0.53
IGFBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.12,0.0,0.0,0.0,0.0,0.03
IGFBP2,0.1,0.08,1.7,21.58,0.07,0.36,0.2,0.84,0.16,0.17,0.5,0.19,0.23,13.37,2.21,49.28,0.0
IGFBP3,0.13,0.34,0.54,0.84,0.07,0.11,0.84,1.15,0.0,0.07,6.63,5.25,1.02,0.64,0.0,0.0,0.3
IGFBP4,0.1,0.38,17.99,1.86,0.6,0.68,0.36,19.36,0.03,0.1,174.89,1.34,0.46,0.5,0.07,18.74,0.82
IGFBP5,0.0,0.27,1.26,0.15,0.0,0.07,0.2,0.28,0.0,0.0,0.03,0.0,0.26,0.2,0.0,0.0,0.0
IGFBP6,1.98,0.46,0.2,0.38,3.28,0.04,0.2,0.35,0.67,0.03,3.92,0.0,3.05,0.17,0.0,2.91,3.82
IGFBP7,0.1,0.53,0.54,0.61,0.03,0.07,0.48,0.45,0.1,0.0,75.74,0.03,0.75,0.6,0.0,82.08,0.03
IGFBP7-AS1,0.03,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.03,0.0,1.11,0.0
IGFBPL1,0.0,0.08,0.1,0.0,0.0,0.21,0.08,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGFL1,0.0,0.08,0.14,0.11,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGFL1P1,0.0,0.0,0.27,0.0,0.0,0.07,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0
IGFL1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGFL2,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.03,0.03,0.03,0.09,0.0,0.0,0.0,0.0,0.0
IGFL2-AS1,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.33,0.0,0.07,0.0,0.0,3.26,0.72
IGFL3,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.07,0.2,0.0,0.0,0.0,0.0,0.0,0.0
IGFL4,0.13,0.08,0.0,0.08,0.1,0.21,0.8,0.38,0.0,0.13,0.13,0.09,0.1,0.13,0.04,0.03,0.0
IGFLR1,1.52,2.17,8.64,2.81,1.81,8.11,3.95,2.44,4.0,1.22,8.58,13.1,3.18,0.91,3.11,4.29,2.47
IGFN1,0.03,0.04,0.1,0.04,0.84,0.0,0.12,0.07,0.0,0.43,0.0,0.03,0.03,0.03,0.0,0.0,0.0
IGHA1,241.24,0.23,148.3,0.84,257.33,83.01,3.12,0.63,0.26,399.31,0.23,0.03,0.79,0.24,0.52,0.0,0.49
IGHA2,12.78,0.0,4.22,4.29,9.6,352.04,0.56,0.59,0.1,50.19,0.03,0.0,0.1,0.0,0.04,0.0,0.0
IGHD,0.0,0.0,740.41,0.0,0.0,0.0,0.92,1.71,195.92,0.0,0.0,3.85,0.03,0.0,48.52,0.0,0.0
IGHD1-1,0.0,0.0,0.0,0.0,0.0,9.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD1-7,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD1-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD1-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD1-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD1OR15-1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD1OR15-1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD2-2,0.0,0.0,3.03,0.0,0.0,24.38,5.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD2-8,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD2-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD2-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD2OR15-2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD2OR15-2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD3-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.66,0.0,0.0,0.0
IGHD3-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD3-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD3-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD3-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD3OR15-3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD3OR15-3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD4-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD4-11,0.0,0.0,5.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD4-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD4-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD4OR15-4A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD4OR15-4B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD5-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD5-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD5-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD5-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD5OR15-5A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD5OR15-5B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD6-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD6-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD6-19,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD6-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHD7-27,0.0,0.0,0.0,0.0,1.71,0.0,0.0,11.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHE,17.01,0.57,2.92,27.47,0.4,931.23,0.12,0.1,0.03,0.63,0.13,0.12,0.26,0.03,0.37,0.0,1.42
IGHEP1,0.5,0.0,0.0,0.49,0.03,39.79,1.48,0.0,0.0,0.23,0.03,0.12,0.0,0.4,3.41,0.0,0.0
IGHEP2,0.2,0.0,0.24,0.04,0.27,1.57,0.4,0.03,0.06,0.17,0.07,1.15,0.1,0.0,0.11,0.14,0.1
IGHG1,89.45,385.55,11.8,154.78,95.08,600.45,1138.67,1349.04,7.7,32.34,0.0,151.91,746.69,711.82,507.99,0.0,401.44
IGHG2,3.73,2.28,1.26,519.13,2.24,8.94,4.07,40.98,0.03,13.01,0.0,2.92,3.7,2.45,24.07,0.0,3.19
IGHG3,254.75,1079.45,6.39,3.34,1.24,7531.83,3.71,17.68,0.35,0.33,0.0,910.14,14.69,1313.82,0.34,0.0,0.72
IGHG4,5.12,3.0,0.24,7.11,0.6,7.58,2.28,3.35,0.0,0.86,0.0,3.57,2810.94,25.66,0.71,0.0,1731.34
IGHGP,8.75,1.6,0.31,93.29,2.64,25.06,0.96,4.12,0.61,18.08,0.03,9.47,250.56,4.33,7.2,0.0,97.71
IGHJ1,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHJ1P,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHJ2,0.0,0.0,0.0,0.0,2.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHJ2P,0.0,0.0,0.0,0.0,32.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHJ3,0.0,0.0,0.0,0.0,26.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHJ3P,0.76,58.23,562.8,306.33,25.73,393.94,240.43,29.86,1051.44,0.0,0.0,74.53,274.23,15.49,0.0,0.0,0.0
IGHJ4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHJ5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHJ6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHM,0.0,0.0,9596.45,0.15,0.5,0.14,1.16,0.56,12440.0,0.93,0.03,51.39,0.33,0.13,3357.6,0.0,0.0
IGHMBP2,14.24,14.99,14.08,13.53,11.81,14.37,12.42,15.24,12.69,14.04,11.05,12.08,12.16,18.34,18.86,20.12,14.81
IGHV1-2,0.63,0.0,0.0,0.0,0.0,0.04,0.0,1.26,0.0,0.0,0.0,0.03,0.0,0.13,0.0,0.0,0.0
IGHV1-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHV1-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHV1-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHV1-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHV1-18,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,268.13,0.0,0.0,658.84,0.0,0.0,0.0,0.0,0.0
IGHV1-24,0.0,0.0,0.0,0.11,0.0,10.44,0.0,0.0,0.0,0.07,0.0,0.03,0.0,0.0,0.0,0.0,0.0
IGHV1-45,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHV1-46,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHV1-58,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.87,0.0,0.0,0.13
IGHV1-67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHV1-68,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.21,0.0,0.0,0.0,0.0,0.0,3.86,0.0,0.0,0.0
IGHV1-69,0.0,0.0,0.44,0.11,0.0,62.52,0.0,0.49,4.99,0.0,0.0,0.0,2.13,0.87,2.77,0.0,0.66
IGHV1-69-2,,,,,,,,,,,,,,,,,
IGHV1-69D,0.0,0.0,0.44,0.46,0.0,137.38,0.0,3.63,4925.9,57.04,0.0,0.03,0.56,4.9,2.55,0.0,13.1
IGHV1OR15-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHV1OR15-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHV1OR15-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHV1OR15-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHV1OR15-6,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
