Gene_symbol,A3-KAW,A4-Fuk,BC-1,DB,DOHH-2,Farage,GRANTA-519,JSC-1,KARPAS-1106P,KARPAS-422,RC-K8,SCC-3,SLVL,SU-DHL-10,SU-DHL-5,SU-DHL-6,SU-DHL-8,TK,TUR,VAL
Null,Sensitive,Resistive,Resistive,Resistive,Sensitive,Sensitive,Resistive,Sensitive,Resistive,Resistive,Sensitive,Sensitive,Sensitive,Sensitive,Sensitive,Sensitive,Resistive,Resistive,Resistive,Resistive
,,,,,,,,,,,,,,,,,,,,
ABRAXAS1,7.97,10.49,20.28,34.38,14.57,8.34,4.11,8.73,8.15,7.07,4.87,9.41,4.94,7.32,4.42,17.0,4.1,6.22,31.17,15.57
ABRAXAS2,23.23,26.08,37.71,42.6,32.02,46.12,37.24,32.25,47.47,47.77,31.58,32.66,42.39,34.84,39.38,53.84,28.99,29.73,40.35,59.45
ABT1,59.04,75.22,54.85,42.18,39.07,67.28,36.35,52.59,48.3,77.64,37.77,60.36,28.54,57.9,42.56,63.3,50.62,73.42,32.03,53.55
ABT1P1,0.14,0.18,0.04,0.0,0.06,0.07,0.0,0.0,0.04,0.2,0.0,0.0,0.03,0.04,0.0,0.04,0.0,0.04,0.0,0.15
ABTB1,7.16,6.91,10.1,1.94,12.2,6.99,12.0,9.4,12.58,53.8,11.22,4.19,5.96,1.53,3.61,8.39,30.94,6.71,11.29,28.65
ABTB2,1.89,21.9,33.45,0.76,0.8,10.42,8.84,24.25,61.02,3.16,72.9,0.67,59.53,0.36,0.0,0.37,0.4,0.04,1.21,3.06
ACAA1,20.76,17.09,23.67,13.84,19.92,28.16,6.12,16.96,19.63,45.65,30.06,12.93,11.09,29.59,15.73,24.91,11.12,18.22,27.46,20.27
ACAA2,44.63,57.35,31.0,133.81,41.18,27.5,48.59,38.27,53.84,56.39,41.58,33.16,33.41,79.1,51.05,47.84,66.85,40.23,34.11,28.51
ACACA,38.86,45.31,89.96,71.12,34.71,33.0,26.35,36.57,24.49,60.35,19.53,26.09,23.91,58.57,31.43,43.44,32.62,82.83,20.57,26.03
ACACB,2.33,3.05,0.58,5.13,1.25,2.33,3.33,1.07,11.4,4.67,1.19,1.94,0.12,0.28,7.35,3.92,2.05,5.32,16.28,19.28
ACAD8,24.37,29.31,19.31,16.16,13.45,9.14,13.4,13.75,14.37,6.75,16.75,8.61,27.7,12.5,3.78,9.16,29.39,23.77,10.98,13.85
ACAD9,15.06,39.42,57.3,27.0,30.96,45.21,25.1,37.37,37.18,34.55,32.71,24.99,37.64,55.3,48.22,32.82,55.36,49.91,33.39,19.79
ACAD10,9.89,13.69,19.41,17.53,14.44,5.72,18.06,13.58,9.58,25.28,8.44,20.43,8.88,7.21,7.64,12.34,12.97,10.35,12.68,17.24
ACAD11,1.01,0.98,2.45,1.06,0.64,1.31,1.19,1.07,2.0,2.28,2.09,2.88,5.0,1.21,1.94,2.12,0.71,1.72,3.77,2.55
ACADL,0.07,0.0,0.0,0.0,0.03,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
ACADM,67.04,106.7,128.83,214.44,131.73,137.63,75.12,118.03,207.27,117.74,109.28,28.74,77.04,107.87,139.42,229.15,65.8,126.62,65.84,115.3
ACADS,43.68,18.08,15.7,14.03,4.96,21.64,10.41,25.66,11.62,9.63,1.19,14.87,15.25,9.38,3.96,3.11,0.64,0.3,46.72,3.35
ACADSB,17.96,10.28,16.82,97.22,16.49,23.46,16.9,27.27,14.73,17.73,13.51,3.79,30.46,10.69,5.69,8.68,5.51,19.09,22.37,20.56
ACADVL,197.92,226.36,175.85,64.28,82.68,34.57,58.49,131.11,68.21,167.27,85.21,29.88,116.38,57.54,96.15,75.71,73.9,25.68,128.87,93.72
ACAN,0.0,1.86,0.0,0.0,0.0,0.04,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
ACAP1,46.86,32.43,16.6,13.58,62.31,76.79,27.85,67.41,68.35,34.71,17.74,83.54,38.16,58.39,37.22,96.15,21.53,9.0,114.49,55.44
ACAP2,28.12,19.02,27.46,120.3,52.51,50.75,30.67,21.38,43.76,124.29,19.56,18.39,35.18,56.97,37.61,51.06,14.61,35.13,45.13,51.73
ACAP2-IT1,6.92,4.67,6.64,35.22,21.68,12.71,10.75,3.04,12.12,26.4,3.77,2.98,5.81,14.21,9.05,15.27,2.99,7.72,6.61,8.93
ACAP3,21.81,24.39,13.5,17.88,15.27,10.42,18.53,21.24,6.15,49.72,5.83,8.04,2.79,48.73,20.89,32.56,16.69,28.53,33.84,17.46
ACAT1,50.77,111.9,53.26,145.94,43.13,42.55,29.42,114.82,27.31,172.18,34.83,26.7,43.5,60.38,45.64,25.93,15.01,25.53,82.32,27.45
ACAT2,17.59,32.12,61.45,64.28,92.86,104.08,76.45,16.79,84.58,108.28,96.07,24.52,23.88,172.38,5.2,72.16,107.36,69.74,103.41,28.94
ACBD3,80.31,83.75,57.3,61.12,47.58,79.96,109.02,99.06,75.93,71.33,57.7,52.46,52.82,50.33,61.44,66.88,46.42,79.27,104.62,168.08
ACBD3-AS1,4.08,2.6,0.32,1.67,2.95,0.36,2.79,0.7,0.5,4.23,0.43,0.23,0.71,0.04,0.39,0.26,0.57,0.52,0.62,1.06
ACBD4,22.85,22.36,24.97,1.64,9.64,5.1,14.21,31.78,17.73,8.07,9.87,13.97,11.43,9.06,7.71,17.22,10.18,10.5,4.88,21.36
ACBD5,17.32,12.81,39.69,90.1,23.86,30.6,31.56,28.54,26.35,57.19,14.83,21.77,31.64,32.32,23.93,49.63,20.83,30.78,24.49,28.83
ACBD6,24.04,16.88,47.24,34.35,24.02,25.61,32.37,22.05,30.46,40.78,31.05,44.38,46.21,29.41,31.53,34.25,35.87,41.28,36.99,64.81
ACBD7,1.99,14.08,1.77,5.29,5.22,3.35,5.13,1.47,10.51,2.64,1.95,4.25,1.58,0.07,9.4,4.87,3.46,6.94,1.77,5.98
ACCS,0.0,0.04,10.61,24.91,4.32,2.73,2.79,0.0,7.36,53.84,1.72,7.07,11.4,0.43,5.09,0.66,10.72,7.76,0.0,0.69
ACCSL,0.0,0.0,0.0,0.04,0.0,0.11,0.54,0.0,3.15,0.04,0.03,0.07,0.16,0.0,0.0,0.0,0.0,0.0,0.03,0.04
ACD,30.92,27.94,19.05,43.51,32.76,31.91,39.75,36.23,29.03,56.47,30.75,56.24,16.09,50.05,47.72,32.23,36.98,44.99,31.48,19.65
ACE,0.0,0.07,0.25,0.11,0.19,0.07,0.07,0.17,0.68,12.14,0.2,0.17,0.03,0.0,0.0,0.15,0.0,0.04,0.03,2.19
ACE2,0.17,0.04,0.0,0.0,0.0,0.0,0.07,0.0,0.04,0.04,0.0,0.3,0.03,0.0,0.0,0.04,0.1,0.0,0.0,0.0
ACE3P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACER1,0.0,0.11,0.18,0.04,0.03,0.29,0.34,0.23,0.36,0.2,0.2,0.23,0.19,0.0,0.0,0.07,0.07,0.19,0.17,0.33
ACER2,0.07,1.19,0.87,2.09,0.42,9.58,4.86,0.77,10.97,2.6,1.46,3.18,3.07,0.14,5.48,2.49,2.45,4.01,4.12,16.99
ACER3,6.38,5.72,9.56,19.06,7.62,13.41,7.52,11.47,28.6,2.92,9.96,5.53,14.72,3.91,17.96,3.44,5.51,15.52,17.42,9.08
ACHE,0.0,0.04,0.0,0.0,0.06,0.66,5.1,0.0,1.79,0.2,38.1,0.13,1.93,0.0,0.0,0.22,0.07,0.0,0.0,7.0
ACIN1,86.05,126.15,107.17,90.03,95.77,88.92,63.52,101.13,89.91,168.5,69.42,123.1,47.67,108.16,101.28,146.81,104.3,109.34,84.5,113.22
ACKR1,0.0,0.0,0.0,0.0,0.06,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACKR2,0.3,0.21,0.43,0.11,0.06,0.11,0.07,1.0,0.14,0.08,0.17,0.37,0.19,0.07,0.04,0.29,0.17,0.07,1.04,0.95
ACKR3,0.1,2.25,3.36,2.09,3.14,4.01,40.06,0.0,36.89,0.44,10.23,0.0,48.07,0.0,0.0,0.0,0.03,0.07,0.0,10.5
ACKR4,1.11,0.88,0.14,4.83,9.99,0.07,4.11,0.07,0.11,43.33,0.1,0.07,0.12,15.77,41.22,0.04,0.4,1.54,0.03,0.15
ACLY,172.5,184.59,227.7,345.47,229.27,246.66,156.97,293.46,185.07,504.03,219.25,117.27,133.09,386.81,378.5,308.45,201.01,574.92,192.59,123.54
ACMSD,0.57,0.25,0.0,1.75,0.13,0.0,0.31,0.0,0.0,0.12,0.0,0.07,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.04
ACO1,18.23,9.16,29.77,34.42,2.37,19.67,4.56,22.08,25.99,8.55,6.46,28.2,2.39,1.63,14.21,11.03,13.6,25.12,28.81,6.74
ACO2,77.64,152.93,152.57,76.75,58.92,216.97,76.0,117.66,162.76,201.77,132.78,67.16,134.33,260.07,154.76,86.41,66.31,63.78,150.58,83.11
ACOD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOT1,5.0,7.48,0.25,3.23,0.26,2.08,6.12,0.0,1.14,20.97,5.2,4.72,6.92,1.28,2.44,0.29,0.13,1.95,0.35,4.12
ACOT2,27.18,29.03,0.0,20.2,1.95,16.65,25.44,0.0,10.9,72.13,23.74,17.55,27.88,5.65,7.85,1.17,0.0,8.59,0.03,17.64
ACOT4,1.22,0.07,0.0,0.04,0.03,1.68,1.16,0.0,2.25,6.99,21.02,0.64,0.03,0.0,1.17,0.11,0.03,1.31,0.0,1.06
ACOT6,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
ACOT7,20.22,24.36,44.02,91.4,33.37,72.17,14.55,44.09,47.12,52.16,57.44,17.89,32.45,76.62,40.3,5.35,47.23,109.71,85.65,5.21
ACOT8,11.95,15.13,25.51,27.61,12.78,17.05,11.39,23.49,32.49,27.88,29.26,13.26,11.18,18.83,18.13,19.34,36.18,26.17,25.14,25.81
ACOT9,17.59,27.87,21.4,32.02,24.46,20.73,20.78,53.59,25.67,37.62,66.37,22.78,48.29,0.07,25.98,21.83,20.15,17.29,22.2,17.79
ACOT11,0.98,1.9,1.8,0.65,0.32,0.77,0.54,5.15,1.32,0.68,0.66,1.67,1.52,0.07,0.07,0.22,0.17,0.41,8.42,0.8
ACOT12,0.17,0.07,0.0,0.08,0.03,0.04,0.0,0.03,0.0,0.84,0.07,0.03,0.03,0.04,0.0,0.18,0.24,0.19,0.0,0.15
ACOT13,16.1,21.94,28.47,35.98,12.52,14.54,20.1,31.18,21.31,23.96,15.72,65.62,10.46,21.45,15.31,37.07,21.23,11.1,28.47,19.9
ACOX1,24.91,13.58,12.16,21.49,7.72,18.91,3.64,30.24,16.59,20.01,20.06,12.59,13.45,11.61,11.52,16.19,6.08,18.64,16.55,21.65
ACOX2,0.07,1.93,0.0,0.0,0.03,0.0,0.03,0.17,0.0,0.04,0.0,1.54,0.0,0.0,0.11,0.0,0.0,0.0,1.56,0.0
ACOX3,21.47,7.58,13.39,10.19,10.6,12.28,17.68,13.85,29.92,10.58,16.15,12.16,11.24,16.94,12.37,19.12,16.02,22.08,25.45,23.04
ACOXL,3.07,0.32,0.07,0.0,0.1,0.0,2.45,0.1,0.64,0.16,0.0,0.27,6.33,0.0,0.07,0.04,1.51,0.07,0.14,0.22
ACOXL-AS1,0.2,0.18,0.11,0.04,0.03,0.0,0.51,0.0,0.04,0.04,0.0,0.07,0.06,0.0,0.04,0.15,0.24,0.07,0.07,0.69
ACP1,93.64,103.9,68.85,131.71,89.95,95.19,78.62,64.73,85.29,116.98,71.51,83.21,85.77,104.29,62.68,74.61,167.68,134.76,89.66,92.11
ACP2,41.72,63.71,58.71,15.1,6.47,9.25,10.78,47.67,16.3,33.07,7.71,9.25,12.08,14.74,13.89,16.74,6.95,13.35,3.74,9.22
ACP4,0.98,6.35,0.07,1.98,0.29,0.04,1.26,0.03,0.0,2.28,0.1,0.13,0.06,0.0,0.04,0.04,0.74,0.04,0.0,0.0
ACP5,0.74,11.83,0.04,0.53,0.64,3.28,68.35,0.07,4.75,25.68,0.0,0.0,0.43,0.5,6.12,1.9,0.3,0.07,0.03,0.58
ACP6,11.88,0.88,1.7,0.68,7.4,0.4,1.73,1.0,1.14,0.68,0.13,19.63,1.46,0.18,0.57,9.56,0.13,6.71,0.07,2.48
ACP7,0.03,0.0,0.0,0.0,0.0,0.04,0.0,0.07,0.04,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.04
ACP3,0.27,1.93,0.0,0.04,4.03,0.0,0.1,0.2,5.29,0.12,0.0,3.68,2.08,0.0,9.47,0.0,0.0,0.0,3.01,0.0
ACR,0.07,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.03,0.04
ACRBP,1.11,4.11,1.88,2.93,18.96,2.08,2.89,0.64,4.29,8.23,3.11,3.18,0.25,0.53,4.81,1.21,2.52,0.82,0.83,15.02
ACRV1,0.3,2.21,0.22,2.74,1.38,0.07,1.77,0.0,0.21,0.28,0.03,0.07,0.12,0.04,0.0,0.0,2.25,0.0,0.1,0.0
ACSBG1,0.61,1.51,0.29,0.23,0.16,0.26,0.27,0.47,0.18,0.2,0.4,0.27,0.12,0.07,0.11,0.07,0.47,0.07,0.14,0.22
ACSBG2,0.2,1.26,0.04,1.06,0.35,0.11,1.73,0.07,0.32,0.64,0.07,0.03,0.03,0.04,0.21,0.18,0.77,0.0,0.24,0.07
ACSF2,9.92,12.99,23.35,8.06,7.2,13.22,16.08,8.73,11.98,34.35,2.68,11.05,5.12,4.72,7.14,14.58,23.78,7.09,42.6,11.01
ACSF3,8.07,12.25,9.06,24.99,29.14,44.04,23.97,9.1,50.12,18.13,9.34,17.59,10.19,21.74,11.42,49.67,12.03,15.56,19.08,109.1
ACSL1,0.24,10.25,50.56,50.05,18.44,48.71,54.99,83.44,43.58,1.24,15.89,272.9,126.88,19.0,38.07,6.34,9.3,10.84,78.34,45.13
ACSL3,34.43,49.63,117.68,53.29,28.85,41.86,70.15,54.3,32.14,52.52,36.58,58.32,54.09,32.32,58.47,38.17,33.93,58.91,35.64,41.66
ACSL4,43.55,53.49,68.92,75.46,54.79,78.58,64.0,166.67,102.24,66.9,30.99,262.55,177.18,84.61,113.79,68.06,21.7,94.3,107.98,32.62
ACSL5,39.26,90.73,44.06,34.95,30.74,51.29,60.46,71.56,69.64,108.2,0.36,41.23,80.05,72.28,48.82,53.11,37.69,22.35,42.18,30.73
ACSL6,0.07,0.21,0.04,0.19,0.1,0.04,0.1,0.03,0.07,0.08,0.17,1.37,0.03,0.04,0.04,0.11,0.03,0.04,0.03,0.07
ACSM1,0.0,0.0,0.0,0.0,0.0,0.04,0.37,0.0,0.0,0.08,0.03,0.17,0.06,0.0,0.0,0.04,8.46,0.52,0.42,0.07
ACSM2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSM2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
ACSM3,5.16,11.93,0.29,0.91,0.1,0.44,2.72,9.2,0.75,0.6,0.1,6.13,0.31,0.04,2.05,0.77,85.42,15.75,28.43,0.26
ACSM4,0.03,1.09,0.0,0.04,0.03,0.0,1.09,0.0,0.0,2.24,0.0,0.03,0.0,0.0,0.0,0.0,0.67,0.67,0.0,0.0
ACSM5,0.0,3.05,0.07,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSM5P1,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
ACSM6,0.0,0.0,0.0,1.45,0.29,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0
ACSS1,11.34,53.25,30.06,0.04,5.19,6.01,54.82,0.03,15.73,4.35,0.13,1.44,35.21,10.76,13.4,1.32,133.86,81.29,209.73,18.66
ACSS2,24.58,13.34,16.53,18.56,2.31,2.4,14.11,23.62,17.12,0.76,2.48,25.86,5.74,0.07,0.04,1.03,0.13,0.04,74.56,0.29
ACSS3,0.03,0.67,0.04,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTA1,1.11,1.33,0.43,0.68,0.22,0.33,0.0,0.33,0.36,0.28,1.26,0.07,0.25,0.25,0.21,0.55,0.17,0.45,0.31,3.24
ACTA2,11.58,2.28,55.57,0.08,0.51,6.92,7.82,21.38,18.55,3.0,12.61,16.82,12.23,0.99,2.62,0.22,2.18,0.3,9.39,71.85
ACTA2-AS1,0.61,0.18,0.29,0.0,0.38,1.24,0.51,0.5,1.82,0.44,0.33,0.07,0.59,0.46,0.21,0.59,0.27,0.86,0.03,0.47
ACTB,1550.84,2286.79,2354.74,2567.35,4926.04,12776.4,3226.48,4888.7,7644.36,4484.82,940.63,2113.19,5079.02,13032.6,4195.91,5945.64,1654.47,3148.07,2954.13,952.39
ACTBL2,0.0,0.0,0.0,0.04,0.13,0.0,0.0,0.0,0.0,0.04,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTBP2,0.0,0.07,0.04,0.0,0.13,0.04,0.0,0.07,0.04,0.0,0.0,0.03,0.0,0.04,0.0,0.04,0.03,0.04,0.0,0.0
ACTBP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTBP7,0.3,0.07,0.07,0.0,0.0,0.0,0.34,0.13,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.11,0.0,0.04,0.0,0.0
ACTBP8,4.15,3.05,0.0,1.56,0.06,0.0,0.0,0.03,0.14,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.13,0.0,0.0,0.0
ACTBP9,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.07,0.04,0.0,0.0,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.03,0.0
ACTBP11,0.0,0.0,0.0,0.11,0.0,0.04,0.0,0.0,0.07,0.0,0.89,0.03,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.0
ACTBP12,0.95,0.77,0.65,0.61,0.38,0.4,0.65,0.4,0.64,0.52,0.43,0.33,0.5,0.14,0.14,0.7,0.6,0.71,0.38,0.58
ACTL11P,0.24,0.18,0.11,0.11,0.03,0.15,0.17,0.03,0.07,0.2,0.1,0.03,0.06,0.0,0.0,0.0,0.03,0.04,0.03,0.11
ACTBP14,0.0,0.07,0.0,0.0,0.0,0.04,0.0,0.03,0.04,0.0,0.03,0.03,0.03,0.07,0.0,0.04,0.0,0.04,0.03,0.11
ACTC1,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1,4006.19,1728.67,644.17,837.21,1987.43,4727.53,1251.35,3506.52,3454.66,1601.36,11509.5,2076.21,2135.18,3974.39,2125.34,2017.75,649.27,1599.03,3592.03,320.71
ACTG1P1,3.17,2.07,2.09,1.86,0.7,0.07,2.07,0.74,1.39,2.0,1.69,0.74,1.46,0.21,0.11,0.88,1.68,2.59,1.39,2.11
ACTG1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P3,1.76,4.42,1.01,0.91,1.06,1.82,0.51,1.54,3.86,2.28,2.28,0.74,2.02,2.02,2.16,2.86,2.08,1.5,2.42,3.17
ACTG1P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P9,0.0,0.04,0.04,0.0,0.0,0.04,0.0,0.1,0.11,0.0,0.17,0.13,0.09,0.0,0.0,0.0,0.0,0.04,0.07,0.29
ACTG1P10,2.57,1.97,0.07,1.18,1.92,0.07,1.12,0.03,0.11,2.6,0.03,0.03,0.03,0.04,0.0,0.04,1.78,0.15,0.07,0.18
ACTG1P11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P14,2.53,0.98,0.4,0.95,0.8,0.95,0.24,0.2,2.93,1.64,1.46,0.9,0.84,0.75,1.52,1.58,0.17,0.37,0.1,2.0
ACTG1P15,1.18,1.51,0.04,0.11,0.26,0.0,0.34,0.0,0.0,0.08,0.0,0.03,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.04
ACTG1P16,0.44,0.6,0.29,0.08,0.13,0.04,0.0,0.07,0.04,0.16,0.1,0.1,0.03,0.07,0.0,0.33,0.0,0.0,0.1,0.07
ACTG1P17,3.31,1.19,4.04,1.33,0.83,1.6,5.24,1.2,3.47,2.44,4.04,3.82,1.15,2.7,5.44,6.15,2.42,3.64,4.36,7.07
ACTG1P18,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P19,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P20,7.02,8.46,3.36,3.23,2.37,2.81,5.82,3.38,4.58,7.99,5.83,4.02,3.45,6.71,5.59,9.34,4.74,5.51,2.53,5.29
ACTG1P21,0.0,0.0,0.04,0.08,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P22,0.0,0.0,0.0,0.04,0.06,0.0,0.88,0.0,3.11,0.12,0.0,0.0,0.03,0.0,0.0,0.0,0.07,0.0,0.0,0.0
ACTG1P23,0.0,0.21,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P24,1.32,1.58,0.87,0.8,1.18,0.91,0.54,0.7,2.29,3.47,1.16,0.17,0.99,1.35,0.78,1.5,1.88,1.24,0.66,1.82
ACTG2,0.0,0.11,0.0,0.0,0.03,0.04,0.0,0.0,0.25,0.08,0.23,0.07,0.03,0.04,0.14,0.0,0.0,0.0,0.0,0.0
ACTL6A,72.58,87.05,35.11,118.74,85.59,94.42,76.85,47.94,62.84,78.48,70.28,53.43,44.34,100.02,96.61,54.28,89.45,173.23,55.79,99.04
ACTL6B,0.0,0.35,0.0,0.23,0.1,0.0,0.0,0.0,0.0,0.32,0.0,0.07,0.03,0.0,0.0,0.04,0.17,0.0,0.0,0.04
ACTL7A,0.07,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
ACTL7B,0.07,0.14,0.04,0.0,0.0,0.04,0.07,0.03,0.04,0.0,0.03,0.0,0.03,0.0,0.04,0.0,0.0,0.0,0.0,0.04
ACTL8,126.02,286.7,6.35,0.08,0.74,0.33,0.0,16.16,3.32,0.0,0.0,0.03,0.16,0.53,0.07,0.0,0.0,0.07,9.63,0.04
ACTL9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTL10,11.92,16.32,19.02,3.16,2.31,2.08,0.1,26.96,1.93,7.59,2.71,1.44,2.89,2.7,2.69,2.38,2.72,2.02,1.28,8.97
ACTN1,0.98,0.63,0.18,1.1,0.61,0.22,5.78,0.94,0.39,1.28,4.5,178.64,6.99,0.04,0.11,0.62,0.24,0.64,124.75,0.8
ACTN1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.45,0.09,0.0,0.0,0.0,0.0,0.0,0.55,0.0
ACTN2,0.14,0.35,0.04,0.0,0.03,0.11,0.0,0.0,0.0,0.08,0.0,2.04,0.06,0.0,0.04,0.0,0.54,0.41,0.07,0.0
ACTN3,0.41,0.21,0.07,6.54,0.03,0.66,0.31,0.2,0.04,0.04,6.69,0.54,0.03,0.0,0.18,0.44,0.03,0.04,0.07,3.68
ACTN4,403.85,284.77,322.86,233.65,102.11,294.31,96.17,240.57,178.88,195.18,126.16,454.95,159.67,263.27,192.09,145.31,114.95,251.18,240.45,102.03
ACTN4P1,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.17,0.07,0.0,0.07,0.13,0.03,0.0,0.0,0.0,0.0,0.07,0.1,0.04
ACTN4P2,0.03,0.11,0.0,0.15,0.06,0.0,0.03,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR1A,55.67,43.52,88.23,71.05,54.05,69.11,59.1,75.74,87.8,98.01,75.18,32.39,82.47,83.33,86.79,79.92,110.51,97.08,76.47,108.3
ACTR1B,78.59,79.57,102.48,74.17,74.1,73.59,101.98,77.25,59.63,88.03,58.07,102.53,133.49,59.71,82.47,85.13,93.68,68.02,119.86,100.61
ACTR2,203.83,270.73,328.45,694.55,595.71,884.67,643.29,351.98,748.34,892.88,337.6,254.47,449.45,822.38,614.74,895.36,284.51,759.96,538.74,819.15
ACTR3,74.27,59.0,67.37,138.07,148.42,264.0,98.58,105.88,147.96,168.02,143.61,58.28,113.28,232.8,176.19,148.28,52.47,65.65,113.7,62.33
ACTR3B,5.06,6.77,10.1,26.59,11.94,5.54,5.68,14.49,3.68,15.62,5.66,6.43,3.04,19.07,5.94,5.6,16.29,3.64,5.13,6.96
ACTR3BP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3BP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3BP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
